学校ID,登録番号,書名,書名ヨミ,書名巻次,版次,叢書名,叢書名ヨミ,叢書名巻次,タイトル関連情報,タイトル関連情報ヨミ,各巻書名,各巻書名ヨミ,各巻書名巻次,著者,著者ヨミ,各巻著者,各巻著者ヨミ,出版地,出版者,出版年,ページ数,サイズ,一般注記,ISBN,ISBN13,TRCナンバー,件名,件名ヨミ,内容,自校分類,NDC,TRC,書誌ID,請求記号,受入年月日
160,160-0-32239,ＭＯＮＳＴＥＲ　ＨＵＮＴＥＲ（モンスターハンター）,モンスター／ハンター,,,ファミ通文庫,ファミツウ／ブンコ,,,,魂を継ぐ者,タマシイ／オ／ツグ／モノ,１,氷上／慧一∥著,ヒカミ，ケイイチ,,,東京,エンターブレイン,２００７．６,２５４ｐ,１５ｃｍ,2006.4,4-7577-3422-7,978-4-7577-3422-7,,,,,913.6,,0,160-687194775733,913.6-ヒ-1,2007-10-19
160,160-0-32240,ＭＯＮＳＴＥＲ　ＨＵＮＴＥＲ（モンスターハンター）,モンスター／ハンター,,,ファミ通文庫,ファミツウ／ブンコ,,,,魂を継ぐ者,タマシイ／オ／ツグ／モノ,２,氷上／慧一∥著,ヒカミ，ケイイチ,,,東京,エンターブレイン,２００７．９,２５４ｐ,１５ｃｍ,2006.4,4-7577-3686-3,978-4-7577-3686-3,,,,,913.6,,0,160-687194775734,913.6-ヒ-2,2007-10-19
160,160-0-32241,思いやれども行くかたもなし,オモイヤレドモ／イクカタモ／ナシ,,,角川ビーンズ文庫,カドカワ／ビーンズ／ブンコ,１４８７２,少年陰陽師,ショウネン／オンミョウシ,,,,結城／光流∥著,ユウキ，ミツル,,,東京,角川書店,２００７．１０,２３７ｐ,１５ｃｍ,,4-04-441628-7,978-4-04-441628-7,,,,,913.6,,0,160-687194775735,913.6-ユ-21,2007-10-19
160,160-0-32242,コードギアス　反逆のルルーシュ,コードギアス／ハンギャク／ノ／ルルーシュ,,,角川スニーカー文庫,カドカワ／スニーカー／ブンコ,14866,,,ＳＴＡＧＥ－２－ＫＮＩＧＨＴ,ステージ／ツー／ナイト,,"大河内／一楼∥ストーリー原案  谷口／悟朗∥ストーリー原案  岩佐／まもる∥著","オオコウチ，イチロウ  タニグチ，ゴロウ  イワサ，マモル",,,東京,角川書店,２００７．１０,３０３ｐ,１５ｃｍ,,4-04-422309-0,978-4-04-422309-0,,,,,913.6,,0,160-687194775736,913.6-オ-3,2007-10-19
160,160-0-32243,ガンパレード・マーチ,ガンパレード／マーチ／,,,電撃文庫,デンゲキ／ブンコ,１４３６,,,山口防衛戦,ヤマグチ／ボウエイセン,,"榊／涼介∥著  きむら／じゅんこ∥イラスト","サカキ，リョウスケ  キムラ，ジュンコ",,,東京,メディアワークス,２００７．３,３１９ｐ,１５ｃｍ,,4-8402-3778-9,978-4-8402-3778-9,,,,,913.6,913.6,0,160-687194775737,913.6-サ-1,2007-10-19
160,160-0-32244,ガンパレードマーチ,ガンパレード／マーチ,,,電撃文庫,デンゲキ／ブンコ,１４９１,,,山口防衛戦,ヤマグチ／ボウエイセン,,"榊／涼介∥著  きむら／じゅんこ∥イラスト","サカキ，リョウスケ  キムラ，ジュンコ",,,東京,メディアワークス,２００７．７,３２１ｐ,１５ｃｍ,,4-8402-3893-9,978-4-8402-3893-9,,,,,913.6,913.6,0,160-687194775738,913.6-サ-2,2007-10-19
160,160-0-32245,ガンパレードマーチ,ガンパレード／マーチ,,,電撃文庫,デンゲキ／ブンコ,１４９２,,,山口防衛戦,ヤマグチ／ボウエイセン,３,"榊／涼介∥著  きむら／じゅんこ∥イラスト","サカキ，リョウスケ  キムラ，ジュンコ",,,東京,メディアワークス,２００７．８,３２２ｐ,１５ｃｍ,,4-8402-3986-8,978-4-8402-3986-8,,,,,913.6,913.6,0,160-687194775739,913.6-サ-3,2007-10-19
160,160-0-32246,予知夢,ヨチム,,,文春文庫,ブンシュン／ブンコ,,,,,,,東野／圭吾∥著,ヒガシノ，ケイゴ,,,東京,文藝春秋,２００３．８,２７０ｐ,１５ｃｍ,ガリレオシリーズ２,4-16-711008-3,,,,,,913.6,,0,160-687194775740,"913.6-ヒ ",2007-10-19
160,160-0-32247,探偵ガリレオ,タンテイ／ガリレオ,,,文春文庫,ブンシュン／ブンコ,,,,,,,東野／圭吾∥著,ヒガシノ，ケイゴ,,,東京,文藝春秋,２００２．２,３３０ｐ,１５ｃｍ,ガリレオシリーズ１,4-16-711007-5,978-4-16-711007-9,,,,,913.6,,0,160-687194775741,"913.6-ヒ ",2007-10-19
160,160-0-32248,ミラージュの罠,ミラージュ／ノ／ワナ,,,"C・novels fantasia",シー／ノベルス／ファンタジア,,クラッシュ・ブレイズ,クラッシュ／ブレイズ,,,,茅田／砂胡∥著,カヤタ，スナコ,,,東京,中公論社新社,2007.７,２２１ｐ,１８ｃｍ,2005.11,4-12-500991-9,978-4-12-500991-9,,,,,913.6,913.6,0,160-687194775742,"913.6-カ ",2007-10-19
160,160-0-32249,オンタロスの剣,オンタロス／ノ／ケン,,,"C・novels fantasia",シー／ノベルス／ファンタジア,,クラッシュ・ブレイズ,クラッシュ／ブレイズ,,,,茅田／砂胡∥著,カヤタ，スナコ,,,東京,中公論社新社,2006.7,２２１ｐ,１８ｃｍ,2005.11,4-12-500950-3,,,,,,913.6,913.6,0,160-687194775743,"913.6-カ ",2007-10-19
160,160-0-32251,ＮＯ．６（ナンバーシックス）,ナンバー／シックス,＃６,,YA!entertainment,ワイエー／エンターテイメント,,,,,,,あさの／あつこ∥著,アサノ，アツコ,,,東京,講談社,２００７,１９５ｐ,２０ｃｍ,2006.9,4-06-269384-4,978-4-06-269384-4,,,,,913.6,,0,160-687194775752,913.6-ア-6,2007-10-19
160,160-0-32252,Closed　Note（クローズド・ノート）,クローズド／ノート,,,,,,,,,,,雫井／脩介∥著,シズクイ，シュウスケ,,,東京,角川書店,２００６．１,３７９ｐ,２０ｃｍ,,4-04-873662-0,,,,,,913.6,,0,160-687194775745,"913.6-シ ",2007-10-19
160,160-0-32254,腐女子彼女。,フ／ジョシ／カノジョ,パート２,,,,,,,,,,ぺんたぶ∥著,ペンタブ,,,東京,エンターブレイン,２００７．８,２４８ｐ,１９ｃｍ,,4-7577-3664-1,978-4-7577-3664-1,,,,,916,,0,160-687194775747,916-ペ-2,2007-10-19
160,160-0-32255,図説　人吉・球磨の歴史,ズセツ／ヒトヨシ／クマ／ノ／レキシ,,,,,,,,,,,渋谷／敦∥監修,シブヤ，アツシ,,,松本市（長野県）,郷土出版社,２００７．９,２３８ｐ,３１ｃｍ,,4-87663-917-5,978-4-87663-917-5,,,,,092,,0,160-687194775754,"092-シ ",2007-11-05
160,160-0-32256,日本の食と農,ニホン／ノ／ショク／ト／ノウ,,,日本の〈現代〉,ニホン／ノ／ゲンダイ,８,危機の本質,キキ／ノ／ホンシツ,,,,神門／善久∥著,ゴドウ／ヨシヒサ,,,東京,ＮＴＴ出版,２００６．６,３０９ｐ,２０ｃｍ,,4-7571-4099-1,,,,,,612,,0,160-687194775755,612-ゴ-8,2007-11-05
160,160-0-32257,青年のための読書クラブ,セイネン／ノ／タメ／ノ／ドクショ／クラブ,,,,,,,,,,,桜庭／一樹∥著,サクラバ，カズキ,,,東京,新潮社,２００７．６,２３１ｐ,２０ｃｍ,,4-10-304951-7,978-4-10-304951-7,,,,,913.6,,0,160-687194775756,"913.6-サ ",2007-11-05
160,160-0-32258,ドリームバスター,ドリーム／バスター,３,,,,,,,,,,宮部／みゆき∥著,ミヤベ，ミユキ,,,東京,徳間書店,２００６．３１,４１１ｐ,２０ｃｍ,,4-19-862139-X,,,,,,913.6,,0,160-687194775757,913.6-ミ-3,2007-11-05
160,160-0-32259,ドリームバスター,ドリーム／バスター,４,,,,,,,,,,宮部／みゆき∥著,ミヤベ，ミユキ,,,東京,徳間書店,２００７．５,３６１ｐ,２０ｃｍ,,4-19-862327-2,978-4-19-862327-2,,,,,913.6,,0,160-687194775758,913.6-ミ-4,2007-11-05
160,160-0-32260,行動分析学入門,コウドウ／ブンセキ／ガク／ニュウモン,,,集英社新書,シュウエイシャ／シンショ,,ヒトの行動の思いがけない理由,ヒト／ノ／コウドウ／ノ／オモイガケナイ／リユウ,,,,杉山／尚子∥著,スギヤマ，ナオコ,,,東京,集英社,２００５．９,１９０ｐ,１８ｃｍ,,4-08-720307-3,978-4-08-720307-3,,,,,140,,0,160-687194775759,"140-ス ",2007-11-05
160,160-0-32263,キノの旅,キノ／ノ／タビ,ⅩⅠ,,電撃文庫,デンゲキ／ブンコ,１４９３,"The beautiful world",ザ／ビューティフル／ワールド,,,,時雨沢／恵一∥著,シグサワ，ケイイチ,,,東京,メディアワークス,２００７,２５７ｐ,１５ｃｍ,2006.10,4-8402-4025-3,978-4-8402-4025-3,,,,,913.6,,0,160-687194775762,913.6-シ-11,2007-11-15
160,160-0-32264,バッカーノ！,バッカーノ,２００２,,電撃文庫,デンゲキ／ブンコ,１４９５,"Ｂｕｌｌｅｔ Ｇａｒｄｅｎ",ブレット／ガーデン,"【Ａ ｓｉｄｅ】",エー／サイド,,成田／良悟∥著,ナリタ，リョウゴ,,,東京,メディアワークス,２００７．１０,２８９ｐ,１５ｃｍ,,4-8402-4027-7,978-4-8402-4027-7,,,,,913.6,,0,160-687194775763,913.6-ナ-12,2007-11-15
160,160-0-32265,ガンパレードマーチ,ガンパレード／マーチ,,,電撃文庫,デンゲキ／ブンコ,１５１８,,,山口防衛戦,ヤマグチ／ボウエイセン,４,"榊／涼介∥著  きむら／じゅんこ∥イラスト","サカキ，リョウスケ  キムラ，ジュンコ",,,東京,メディアワークス,２００７．１０,３６９ｐ,１５ｃｍ,,4-8402-4077-2,978-4-8402-4077-2,,,,,913.6,913.6,0,160-687194775764,913.6-サ-4,2007-11-15
160,160-0-32266,ウィザーズ・ブレイン,ウィザーズ／ブレイン　,Ⅵ,,電撃文庫,デンゲキ／ブンコ,１５００,,,再会の天地,サイカイ／ノ／テンチ,下,三枝／零一∥著,サエグサ，レイイチ,,,東京,メディアワークス,２００７．１０,３６１ｐ,１５ｃｍ,2005.9,4-8402-3973-8,978-4-8402-3973-8,,,,,913.6,,0,160-687194775765,913.6-サ-6-2,2007-11-15
160,160-0-32268,翡翠と天青の物語,ヒスイ／ト／テンセイ／ノ／モノガタリ,,,魔法のiらんど文庫,マホウ／ノ／アイ／ランド／ブンコ,,,,,,,Ｓａｏｒｉ∥著,サオリ,,,東京,ﾒﾃﾞｨｱﾜｰｸｽ,２００７．１１,１７３ｐ,１５ｃｍ,,4-04-886004-8,978-4-04-886004-8,,,,,913.6,,0,160-687194775767,"913.6-サ ",2007-11-15
160,160-0-32269,君空,キミソラ,,,,,,,,,,,美嘉∥著,ミカ,,,東京,スターツ出版,２００７．１０,３９４ｐ,２０ｃｍ,,4-88381-063-5,978-4-88381-063-5,,,,,913.6,,0,160-687194775768,"913.6-ミ ",2007-11-15
160,160-0-32270,ペンギン君が教える環境問題,ペンギンクン／ガ／オシエル／カンキョウ／モンダイ,,,,,,みんなで地球温暖化をストップする１９の方法,ミンナ／デ／チキュウ／オンダンカ／オ／ストップ／スル／ホウホウ,,,,"ポリー・ガジ∥著  レイチェル・ルイス∥著  根本／美緒∥監訳","ガジ，ポリー  ルイス，レイチェル  ネモト，ミオ",,,東京,ゴマブックス,２００７．１０,１９８ｐ,１８ｃｍ,,4-7771-0736-0,978-4-7771-0736-0,,,,,519,,0,160-687194775769,"519-ガ ",2007-11-15
160,160-0-32271,「少年A」この子を生んで・・・・・・,ショウネン／エー／コノコ／オ／ウンデ,,,文春文庫,ブンシュン／ブンコ,,父と母　悔恨の手記,チチ／ト／ハハ／カイコン／ノ／シュキ,,,,「少年A」の父母∥著,ショウネン／エー／ノ／フボ,,,東京,文藝春秋,２００１．７,２７３ｐ,１５ｃｍ,,4-16-765609-4,,,,,,916,,0,160-687194775770,"916-シ ",2007-11-15
160,160-0-32272,ひとこと、好きと言いたくて,ヒトコト／スキ／ト／イイタクテ,,,,,,,,,,,金子／ありさ∥著,カネコ，アリサ,,,東京,扶桑社,２００７．９,２６９ｐ,１８ｃｍ,,4-594-05473-1,978-4-594-05473-1,,,,,913.6,,0,160-687194775771,"913.6-カ ",2007-11-15
160,160-0-32273,へんなほうりつ,ヘンナ／ホウリツ,,,,,,,,,,,のり／たまみ∥著,ノリ，タマミ,,,東京,ニッポン放送,２００７．６,１４８ｐ,１９ｃｍ,,4-594-05402-1,978-4-594-05402-1,,,,,320,,0,160-687194775772,"320-ノ ",2007-11-15
160,160-0-32274,父から学んだこと、息子に教えられたこと,チチ／カラ／マナンダ／コト／ムスコ／ニ／オシエラレタ／コト,,,,,,,,,,,"松井／秀喜∥著  松井／昌雄∥著","マツイ，ヒデキ  マツイ，マサオ",,,東京,実業の日本社,２００７．７,２０６ｐ,１９ｃｍ,,4-408-00817-2,978-4-408-00817-2,,,,,783,,0,160-687194775773,"783-マ ",2007-11-15
160,160-0-32275,未来予想図～ア・イ・シ・テ・ルのサイン～,ミライ／ヨソウズ／アイシテル／ノ／サイン,,,,,,,,,,,志羽／竜一∥著,シバ，リョウイチ,,,東京,メディアファクトリー,２００７．９,２３１ｐ,１９ｃｍ,,4-8401-2033-3,978-4-8401-2033-3,,,,,913.6,,0,160-687194775774,"913.6-シ ",2007-11-15
160,160-0-32276,"Little DJ",リトル／ディージェー,,,,,,小さな恋の物語,チイサナ／コイ／ノ／モノガタリ,,,,鬼塚／忠∥著,オニツカ，タダシ,,,東京,ポプラ社,２００７．３,２１４ｐ,２０ｃｍ,,4-591-09724-3,978-4-591-09724-3,,,,,913.6,,0,160-687194775775,"913.6-オ ",2007-11-15
160,160-0-32277,チェリー・チーズケーキが演じている,チェリー／チーズケーキ／ガ／エンジテイル,,,,,,,,,,,"ジョアン・フルーク∥著  上條／ひろみ∥訳","フルーク，ジョアン  カミジョウ，ヒロミ",,,東京,ｳﾞｨﾚｯｼﾞﾌﾞｯｸｽ,２００７．１０,４６４ｐ,１５ｃｍ,,4-7897-3182-9,978-4-7897-3182-9,,,,,933,,0,160-687194775776,933-フ-8,2007-11-15
160,160-0-32278,コクと深みの名推理,コク／ト／フカミ／ノ／メイスイリ,１,,,,,名探偵のコーヒーのいれ方,メイタンテイ／ノ／コーヒー／ノ／イレカタ,,,,"クレオ・コイル∥著  小川／敏子∥著","コイル，クレオ  トシコ，オガワ",,,東京,ランダムハウス講談社,２００６．１０,４３１ｐ,１５ｃｍ,,4-270-10062-1,,,,,,933,,0,160-687194775777,933-コ-1,2007-11-15
160,160-0-32279,コクと深みの名推理,コク／ト／フカミ／ノ／メイスイリ,２,,,,,秋のカフェ・ラテ事件,アキ／ノ／カフェ／ラテ／ジケン,,,,"クレオ・コイル∥著  小川／敏子∥著","コイル，クレオ  トシコ，オガワ",,,東京,ランダムハウス講談社,２００７．１０,４１０ｐ,１５ｃｍ,,4-270-10127-8,978-4-270-10127-8,,,,,933,,0,160-687194775778,933-コ-3,2007-11-15
160,160-0-32280,彩雲国物語,サイウンコク／モノガタリ,,,角川ビーンズ文庫,カドカワ／ビーンズ／ブンコ,１４８３２,白虹は天をめざす,ハッコウ／ワ／テン／オ／メザス,,,,雪乃／紗衣∥著,ユキノ，サイ,,,東京,角川書店,２００７．９,２８６ｐ,１５ｃｍ,,4-04-449914-3,978-4-04-449914-3,,,,,913.6,913.6,0,160-687194775779,913.6-ユ-14,2007-11-15
160,160-0-32281,オペラ・エテルニタ,オペラ／エテリニタ,,,角川ビーンズ文庫,カドカワ／ビーンズ／ブンコ,１３９２２,世界は永遠を歌う,セカイ／ワ／エイエン／オ／ウタウ,,,,栗原／ちひろ∥著,クリハラ，チヒロ,,,東京,角川文庫,２００５．９,２５５ｐ,１５ｃｍ,,4-04-451401-1,,,,,,913.6,,0,160-687194775780,913.6-ク-1,2007-11-15
160,160-0-32283,コクと深みの名推理,コク／ト／フカミ／ノ／メイスイリ,３,,,,,事件の後はカプチーノ,ジケン／ノ／アト／ワ／カプチーノ,,,,"クレオ・コイル∥著  小川／敏子∥著","コイル，クレオ  トシコ，オガワ",,,東京,ランダムハウス講談社,２００７．４,４２９ｐ,１５ｃｍ,,4-270-10093-6,978-4-270-10093-6,,,,,933,,0,160-687194775782,933-コ-2,2007-11-15
160,160-0-32284,遺骨の戦後,イコツ／ノ／センゴ,,,岩波ブックレット,イワナミ／ブックレット,７０７,朝鮮人強制労働員と日本,チョウセンジン／キョウセイ／ロウドウ／ト／ニホン,,,,"内海／愛子∥著  上杉／聰∥著  福留／範昭∥著","ウツミ，アイコ  ウエスギ，サトシ  フクドメ，ノリアキ",,,東京,岩波書店,２００７．８,５５ｐ,２１ｃｍ,,4-00-009407-8,978-4-00-009407-8,,,,,364,,0,160-687194775783,"366-ウ ",2007-11-20
160,160-0-32285,愛国心を考える,アイコクシン／オ／カンガエル,,,岩波ブックレット,イワナミ／ブックレット,７０８,,,,,,テッサ・モーリス－スズキ∥著,モーリスースズキ，テッサ,,,東京,岩波書店,２００７．９,７１ｐ,２１ｃｍ,,4-00-009408-5,978-4-00-009408-5,,,,,154,,0,160-687194775784,"154-モ ",2007-11-20
160,160-0-32286,変わる保育園,カワル／ホイクエン,,,岩波ブックレット,イワナミ／ブックレット,７０９,量から質の時代へ,リョウ／カラ／シツ／ノ／ジダイ／ヘ,,,,普光院／亜紀∥著,フコウイン，アキ,,,東京,岩波書店,２００７．９,７１ｐ,２１ｃｍ,,4-00-009409-2,978-4-00-009409-2,,,,,378,,0,160-687194775785,"378-フ ",2007-11-20
160,160-0-32288,年金不安の時代に必要な知識と手間,ネンキン／フアン／ノ／ジダイ／ニ／ヒツヨウ／ナ／チシキ／ト／テマ,,,岩波ブックレット,イワナミ／ブックレット,７１１,,,,,,磯村／元史∥著,イソムラ，モトシ,,,東京,岩波書店,２００７．１０,６９ｐ,２１ｃｍ,,4-00-009411-5,978-4-00-009411-5,,,,,364,,0,160-687194775787,"364-イ ",2007-11-20
160,160-0-32289,赤ちゃんにかかわる仕事,アカチャン／ニ／カカワル／シゴト,,,知りたい！なりたい！職業ガイド,シリタイ／ナリタイ／ショクギョウ／ガイド,,,,,,,ヴィットインターナショナル企画室∥編集,ヴィット／インターナショナル／キカクシツ,,,東京,ほるぷ出版,２００２,１４６ｐ,２２ｃｍ,1999.2.20,4-593-57151-2,978-4-593-57151-2,,,,,375,,0,160-687194775788,"375-シ ",2007-11-20
160,160-0-32290,自動車にかかわる仕事,ジドウシャ／ニ／カカワル／シゴト,,,知りたい！なりたい！職業ガイド,シリタイ／ナリタイ／ショクギョウ／ガイド,,,,,,,ヴィットインターナショナル企画室∥編集,ヴィット／インターナショナル／キカクシツ,,,東京,ほるぷ出版,２００２,１４６ｐ,２２ｃｍ,1999.2.20,4-593-57152-9,978-4-593-57152-9,,,,,375,,0,160-687194775789,"375-シ ",2007-11-20
160,160-0-32291,環境にかかわる仕事,カンキョウ／ニ／カカワル／シゴト,,,知りたい！なりたい！職業ガイド,シリタイ／ナリタイ／ショクギョウ／ガイド,,,,,,,ヴィットインターナショナル企画室∥編集,ヴィット／インターナショナル／キカクシツ,,,東京,ほるぷ出版,２００２,１４６ｐ,２２ｃｍ,1999.2.20,4-593-57156-7,978-4-593-57156-7,,,,,375,,0,160-687194775790,"375-シ ",2007-11-20
