学校ID,登録番号,書名,書名ヨミ,書名巻次,版次,叢書名,叢書名ヨミ,叢書名巻次,タイトル関連情報,タイトル関連情報ヨミ,各巻書名,各巻書名ヨミ,各巻書名巻次,著者,著者ヨミ,各巻著者,各巻著者ヨミ,出版地,出版者,出版年,ページ数,サイズ,一般注記,ISBN,ISBN13,TRCナンバー,件名,件名ヨミ,内容,自校分類,NDC,TRC,書誌ID,請求記号,受入年月日
160,160-0-32143,戦艦大和２０１０,センカン／ヤマト／ニセンジュウ,３,,"ＣＯＳＭＯ ＮＯＶＥＬＳ",コスモ／ノベルス,,最強戦艦世紀の対決！,サイキョウ／センカン／セイキ／ノ／タイケツ,,,,子竜／螢∥著,シリュウ，ケイ,,,東京,コスミック出版,２００７．１,２０６ｐ,１８ｃｍ,,4-7747-1108-X,,,,,,913.6,,0,160-687194775646,913.6-シ-3,2007-09-06
160,160-0-32144,超戦闘空母「大和」,チョウ／セントウ／クウボ／ヤマト,１,,"ＣＯＳＭＯ ＮＯＶＥＬＳ",コスモ／ノベルス,,灼熱のミッドウエー海戦,シャクネツ／ノミッドウエー／カイセン,,,,野島／好夫∥著,ノジマ，ヨシオ,,,東京,コスミック出版,２００５．８,２２３ｐ,１８ｃｍ,,4-7747-1082-2,,,,,,913.6,,0,160-687194775647,913.6-シ-1,2007-09-06
160,160-0-32145,超戦闘空母「大和」,チョウ／セントウ／クウボ／ヤマト,２,,"ＣＯＳＭＯ ＮＯＶＥＬＳ",コスモ／ノベルス,,空飛ぶ魚雷『快天』、ホーネットを撃沈,ソラトブ／ギョライ／カイテン／ホーネット／オ／ゲキチン,,,,野島／好夫∥著,ノジマ，ヨシオ,,,東京,コスミック出版,２００５．１２,２２２ｐ,１８ｃｍ,,4-7747-1088-1,,,,,,913.6,,0,160-687194775648,913.6-ノ-2,2007-09-06
160,160-0-32146,超戦闘空母「大和」,チョウ／セントウ／クウボ／ヤマト,３,,"ＣＯＳＭＯ ＮＯＶＥＬＳ",コスモ／ノベルス,,戦空に舞う最強新鋭機「天戦」,センクウ／ニ／マウ／サイキョウ／シン／エイキ／テンセン,,,,野島／好夫∥著,ノジマ，ヨシオ,,,東京,コスミック出版,２００６．４,２２１ｐ,１８ｃｍ,,4-7747-1096-2,,,,,,913.6,,0,160-687194775649,913.6-ノ-3,2007-09-06
160,160-0-32148,学園キノ,ガクエン／キノ,②,,電撃文庫,デンゲキ　ブンコ,１４５２,,,,,,時雨沢／恵一∥著,シグサワ，ケイイチ,,,東京,メディアワークス,２００７．７,３０８ｐ,１５ｃｍ,,4-8402-3908-0,978-4-8402-3908-0,,,,,913.6,,0,160-687194775849,913.6-シ-2,2007-09-06
160,160-0-32155,果てなき誓いを刻み込め,ハテナキ／チカイ／オ／キザミコメ,,,角川ビーンズ文庫,カドカワ／ビーンズ／ブンコ,１４７６０,少年陰陽師,ショウネン／オンミョウシ,,,,結城／光流∥著,ユウキ，ミツル,,,東京,角川書店,２００７．７,２４９ｐ,１５ｃｍ,,4-04-441627-0,978-4-04-441627-0,,,,,913.6,,0,160-687194775626,913.6-ユ-20,2007-09-06
160,160-0-32164,ぼくの・稲荷山戦記,ボク／ノ／イナリヤマ／センキ,,,講談社文庫,コウダンシャ／ブンコ,,,,,,,たつみや／章∥著,タツミヤ，ショウ,,,東京,講談社,２００６．８,３３４ｐ,１５ｃｍ,,4-06-275486-X,,,,,,913.6,,0,160-687194775632,"913.6-タ ",2007-09-06
160,160-0-32165,銀魂,ギンタマ,２,,"Jump J books",ジャンプ／ジェイ／ブックス,,"３年Ｚ組銀八先生  修学旅行だよ！全員集合！！","サンネン／ゼットグミ／ギンパチ／センセイ  シュウガクリョコウ／ダヨ／ゼンイン／シュウゴウ",,,,"空知／英秋∥著  大崎／知仁∥著","ソラチ，ヒデアキ  オオサキ，トモヒト",,,東京,集英社,2006,２３６ｐ,１９ｃｍ,,4-08-703181-2,978-4-08-703181-2,,,,,913.6,,0,160-687194775633,913.6-ソ-2,2007-09-06
160,160-0-32167,木洩れ日に泳ぐ魚,コモレビ／ニ／オヨグ／サカナ,,,,,,,,,,,恩田／陸∥著,オンダ，リク,,,東京,中央公論新社,２００７．７,２６３ｐ,２０ｃｍ,,4-12-003851-8,978-4-12-003851-8,,,,,913.6,,0,160-687194775650,"913.6-オ ",2007-09-06
160,160-0-32168,裁判官の爆笑お言葉集,サイバンカン／ノ／バクショウ／オ／コトバ／シュウ,,,幻冬舎新書,ゲントウシャ／シンショ,０３１,,,,,,長嶺／超輝∥著,ハガミネ，マサキ,,,東京,幻冬舎,２００７．３,２１７ｐ,１８ｃｍ,,4-344-98030-3,978-4-344-98030-3,,,,,327,,0,160-687194775651,"327-ハ ",2007-09-06
160,160-0-32169,電脳コイル,デンノウ／コイル,１,,,,,,,,,,"磯／光雄∥原作  宮村／優子∥原作","イソ，ミツオ  ミヤムラ，ユウコ",,,東京,徳間書店,２００７．４,３３７ｐ,１７ｃｍ,,4-19-850743-5,978-4-19-850743-5,,,,,913.6,,0,160-687194775664,913.6-ミ-1,2007-09-06
160,160-0-32170,パラシュート,パラシュート,,,,,,,,,,,山田／悠介∥著,ヤマダ，ユウスケ,,,東京,文芸社,２００７．８,１９２ｐ,１９ｃｍ,,4-286-00007-7,978-4-286-00007-7,,,,,913.6,,0,160-687194775973,"913.6-ヤ ",2007-09-06
160,160-0-32171,ＭＯＰ（エムオーピー）,エム／オー／ピー,,,,,,,,,,,上林／正和∥著,カミバヤシ，マサカズ,,,東京,文芸社,２００７．６,２６４ｐ,１９ｃｍ,,4-286-03041-8,978-4-286-03041-8,,,,,913.6,,0,160-687194775634,"913.6-カ ",2007-09-06
160,160-0-32172,地球最後の２４時間,チキュウ／サイゴ／ノ／ニジュウ／ヨ／ジカン,,,,,,,,,,,貞次／シュウ∥著,サダツグ，シュウ,,,東京,スターツ出版,２００７．７,２２７ｐ,２０ｃｍ,,4-88381-057-4,978-4-88381-057-4,,,,,913.6,,0,160-687194775721,"913.6-サ ",2007-09-06
160,160-0-32173,今でもキミを。,イマ／デモ／キミ／オ,,,,,,,,,,,凛∥著,リン,,,東京,ゴマブックス,2007．５,１５７ｐ,１９ｃｍ,,4-7771-0629-5,978-4-7771-0629-5,,,,,913.6,,0,160-687194775983,913.6-リ-2,2007-09-06
160,160-0-32174,都会のトム＆ソーヤ,マチ／ノ／トム／ソーヤ　,５,,YA!entertainment,ワイエー／エンターテイメント,,,,"ＩＮ 堀戸",イン／ベイド,上,はやみね／かおる∥著,ハヤミネ，カオル,,,東京,講談社,2006,２７１ｐ,１９ｃｍ,2006.4,4-06-269383-7,978-4-06-269383-7,,,,,913.6,,0,160-687194775635,913.6-ハ-5-1,2007-09-06
160,160-0-32175,都会のトム＆ソーヤ,マチ／ノ／トム／ソーヤ　,５,,YA!entertainment,ワイエー／エンターテイメント,,,,"ＩＮ 堀戸",イン／ベイド,下,はやみね／かおる∥著,ハヤミネ，カオル,,,東京,講談社,２００７．７,２８０ｐ,１９ｃｍ,2006.4,4-06-269385-1,978-4-06-269385-1,,,,,913.6,,0,160-687194775636,913.6-ハ-5-2,2007-09-06
160,160-0-32176,この時代に生きること、働くこと,コノ／ジダイ／ニ／イキル／コト／ハタラク／コト,,,岩波ブックレット,イワナミブックレット,７０２,９・１犠牲者遺族とジャーナリストのメッセージ,キュウ／テン／イチ／ギセイシャ／ト／ジャーナリスト／ノ／メッセージ,,,,"中村／佑∥著  島本／慈子∥著","ナカムラ，タスク  シマモト，ヤスコ",,,東京,岩波書店,２００７．６,７１ｐ,２１ｃｍ,,4-00-009402-3,978-4-00-009402-3,,,,,316,316,0,160-687194775501,"316-ﾅ ",2007-09-06
160,160-0-32177,「ややこしい子」とともに生きる,ヤヤコシイ／コ／ト／トモ／ニ／イキル,,,岩波ブックレット,イワナミ／ブックレット,７０３,特別支援教育を問う,トクベツ／シエン／キョウイク／オ／トウ,,,,河原／ノリエ∥著,カワハラ，ノリエ,,,東京,岩波書店,２００７．６,６３ｐ,２１ｃｍ,,4-00-009403-0,978-4-00-009403-0,,,,,378,,0,160-687194775566,"378-カ ",2007-09-06
160,160-0-32178,助産師と産む,ジョサンシ／ト／ウム,,,岩波ブックレット,イワナミ／ブックレット,,病院でも、助産院でも、自宅でも,ビョウイン／デモ／ジョサンイン／デモ／ジタク／デモ,,,,河合／蘭∥著,カワイ，ラン,,,東京,岩波書店,２００７．７,７１ｐ,２１ｃｍ,,4-00-009404-7,978-4-00-009404-7,,,,,495,,0,160-687194775594,"495-フ ",2007-09-06
160,160-0-32179,公共事業は変われるか,コウキョウ／ジギョウ／ワ／カワレルカ,,,岩波ブックレット,イワナミブックレット,７０５,千葉県三番瀬円卓・再生会議を追って,チバケン／サンバンゼ／エンタク／サイセイ／カイギ／オ／オッテ,,,,永尾／俊彦∥著,ナガオ，トシヒコ,,,東京,岩波書店,２００７．７,７１ｐ,２１ｃｍ,,4-00-009405-4,978-4-00-009405-4,,,,,519,,0,160-687194775653,"519-ナ ",2007-09-06
160,160-0-32180,首都圏の水があぶない,シュトケン／ノ／ミズ／ガ／アブナイ,,,岩波ブックレット,イワナミ／ブックレット,７０６,利根川の治水・利水・環境は、いま,トネ／ガワ／ノ／チスイ／リスイ／カンキョウ／ワ／イマ,,,,"大熊／孝∥著  島津／暉之∥著  吉田／正人∥著","オオクマ，タカシ  シマズ，テルユキ  ヨシダ，マサヒト",,,東京,岩波書店,２００７．７,７１ｐ,２１ｃｍ,,4-00-009406-1,978-4-00-009406-1,,,,,517,,0,160-687194775655,"517-オ ",2007-09-06
160,160-0-32181,加藤清正,カトウ／キヨマサ,,,"コミック版 日本の歴史",コミック／バン／ニホン／ノ／レキシ,５,戦国人物伝,センゴク／ジンブツ／デン,,,,"すぎた／とおる∥原作  加来／耕三∥企画・構成  早川／大介∥作画  島田／真祐∥監修","スギタ，トオル  カライ，コウゾウ  ハヤカワ，ダイスケ  シマダ，シンスケ",,,東京,ポプラ社,２００７．５,１２７ｐ,２２ｃｍ,,4-591-09794-6,978-4-591-09794-6,,,,,092,,0,160-687194775656,"092-ス ",2007-09-06
160,160-0-32182,宮本武蔵,ミヤモト／ムサシ,,,"コミック版 日本の歴史",コミック／バン／ニホン／ノ／レキシ,６,戦国人物伝,センゴク／ジンブツ／デン,,,,"すぎた／とおる∥原作  加来／耕三∥企画・構成  瀧／玲子∥作画  島田／真祐∥監修","スギタ，トオル  カライ，コウゾウ  タキ，レイコ  シマダ，シンスケ",,,東京,ポプラ社,２００７．５,１２７ｐ,２２ｃｍ,,4-591-09795-3,978-4-591-09795-3,,,,,092,,0,160-687194775657,092-ス-6,2007-09-06
160,160-0-32183,ガチャピン日記,ガチャピン／ニッキ,,,,,,,,,,,ガチャピン∥著,ガチャピン,,,東京,メディアファクトリー,２００６．１２,１２７ｐ,１５ｃｍ,,4-8401-1750-0,978-4-8401-1750-0,,,,,699,,0,160-687194775658,699-ガ-1,2007-09-06
160,160-0-32184,ガチャピン日記,ガチャピン／ニッキ,２,,,,,,,,,,ガチャピン∥著,ガチャピン,,,東京,メディアファクトリー,２００７．６,１２１ｐ,１５ｃｍ,,4-8401-1866-8,978-4-8401-1866-8,,,,,699,,0,160-687194775711,699-ガ-2,2007-09-06
160,160-0-32185,アサッテの人,アサッテ／ノ／ヒト,,,,,,,,,,,諏訪／哲史∥著,スワ，テツシ,,,東京,講談社,２００７．７,１８９ｐ,２０ｃｍ,,4-06-214214-4,978-4-06-214214-4,,,,,913.6,,0,160-687194775659,"913.6-ス ",2007-09-06
160,160-0-32186,キャンディーみたいな昼の月,キャンディー／ミタイナ／ヒル／ノ／ツキ,,,,,,,,,,,ｍｉｋｕ∥著,ミク,,,東京,新風社,２００７．６,１冊,１９ｃｍ,,4-289-01831-4,978-4-289-01831-4,,,,,911,,0,160-687194775749,"911-ミ ",2007-09-06
160,160-0-32189,エブリ　リトル　シング,エブリ／リトル／シング,,,,,,人生を変える６つの物語,ジンセイ／オ／カエル／ムッツ／ノ／モノガタリ,,,,大村／あつし∥著,オオムラ，アツシ,,,東京,ゴマブックス,２００７．６,２２３ｐ,２０ｃｍ,,4-7771-0616-5,978-4-7771-0616-5,,,,,913.6,,0,160-687194775673,"913.6-オ ",2007-09-25
160,160-0-32192,伝染歌,デンセン／ウタ,,,講談社文庫,コウダンシャ／ブンコ,,,,,,,秋元／康∥著,アキモト，ヤスシ,,,東京,講談社,２００７．８,３９５ｐ,１５ｃｍ,,4-06-275827-7,978-4-06-275827-7,,,,,913.6,,0,160-687194775676,"913.6-ア ",2007-09-25
160,160-0-32193,ねこのばば,ネコ／ノ／ババ,,,新潮文庫,シンチョウ／ブンコ,,,,,,,畠中／恵∥著,ハタナカ，メグミ,,,東京,新潮社,２００６．１２,３２１ｐ,１５ｃｍ,「しゃばけ」シリーズ,4-10-146123-6,,,,,,913.6,,0,160-687194775677,913.6-ハ-3,2007-09-25
160,160-0-32194,しゃばけ,シャバケ,,,新潮文庫,シンチョウ／ブンコ,,,,,,,畠中／恵∥著,ハタナカ，メグミ,,,東京,新潮社,２００４．４,３４２ｐ,１５ｃｍ,,4-10-146121-2,978-4-10-146121-2,,,,,913.6,,0,160-687194775678,913.6-ハ-1,2007-09-25
160,160-0-32195,ぬしさまへ,ヌシ／サマ／エ,,,新潮文庫,シンチョウ／ブンコ,,,,,,,畠中／恵∥著,ハタナカ，メグミ,,,東京,新潮社,２００５．１２,３１８ｐ,１５ｃｍ,「しゃばけ」シリーズ第２弾,4-10-146122-9,978-4-10-146122-9,,,,,913.6,,0,160-687194775679,913.6-ハ-2,2007-09-25
160,160-0-32196,バッカーノ！,バッカーノ,,,電撃文庫,デンゲキ／ブンコ,０７６１,Ｔｈｅ　Ｒｏｌｌｉｎｇ　Ｂｏｏｔｌｅｇｓ,ザ／ローリング／ブートレッグス,,,,成田／良悟∥著,ナリタ／リョウゴ,,,東京,メディアワークス,２００３．２,３１５ｐ,１５ｃｍ,,4-8402-2278-9,,,,,,913.6,,0,160-687194775680,913.6-ナ-1,2007-09-25
160,160-0-32197,バッカーノ！,バッカーノ,１９３１,,電撃文庫,デンゲキ／ブンコ,０７６１,Ｔｈｅ　Ｇｒａｎｄ　Ｐｕｎｋ　Ｒａｉｌｒｏａｄ,ザ／グランド／パンク／レールロード,鈍行編,ドンコウ／ヘン,,成田／良悟∥著,ナリタ／リョウゴ,,,東京,メディアワークス,２００３．８,３３３ｐ,１５ｃｍ,,4-8402-2436-6,,,,,,913.6,,0,160-687194775681,913.6-ナ-2,2007-09-25
160,160-0-32198,バッカーノ！,バッカーノ,１９３１,,電撃文庫,デンゲキ／ブンコ,０８４２,Ｔｈｅ　Ｇｒａｎｄ　Ｐｕｎｋ　Ｒａｉｌｒｏａｄ,ザ／グランド／パンク／レールロード,特急編,トッキュウ／ヘン,,成田／良悟∥著,ナリタ／リョウゴ,,,東京,メディアワークス,２００３．９,２６９ｐ,１５ｃｍ,,4-8402-2459-5,,,,,,913.6,,0,160-687194775682,913.6-ナ-3,2007-09-25
160,160-0-32199,バッカーノ！,バッカーノ,１９３２,,電撃文庫,デンゲキ／ブンコ,０８５６,Ｄｒｕｇ　＆　Ｔｈｅ　Ｄｏｍｉｎｏｓ,,,,,成田／良悟∥著,ナリタ／リョウゴ,,,東京,メディアワークス,２００３．１０,３２３ｐ,１５ｃｍ,,4-8402-2494-3,,,,,,913.6,,0,160-687194775683,913.6-ナ-4,2007-09-25
160,160-0-32200,バッカーノ！,バッカーノ,２００１,,電撃文庫,デンゲキ／ブンコ,０９０２,"Ｔｈｅ Ｃｈｉｌｄｒｅｎ Ｏｆ Ｂｏｔｔｌｅ",ザ／チルドレン／オブ／ボトル,,,,成田／良悟∥著,ナリタ／リョウゴ,,,東京,メディアワークス,２００４．２,３３７ｐ,１５ｃｍ,,4-8402-2609-1,,,,,,913.6,,0,160-687194775684,913.6-ナ-5,2007-09-25
160,160-0-32201,バッカーノ！,バッカーノ,１９３３,,電撃文庫,デンゲキ／ブンコ,０９９０,"Ｔｈｅ ＳＬＡＳＨ～クモリノチアメ～",ザ／スラッシュ／クモリ／ノチ／アメ,上,１,,成田／良悟∥著,ナリタ，リョウゴ,,,東京,メディアワークス,２００４．９,２７５ｐ,１５ｃｍ,,4-8402-2787-X,,,,,,913.6,,0,160-687194775685,913.6-ナ-6-1,2007-09-25
160,160-0-32202,バッカーノ！,バッカーノ,１９３３,,電撃文庫,デンゲキ／ブンコ,１０１４,THE　SLASH～チノアメハ、ハレ～,ザ／スラッシュ／チ／ノ／アメ／ワ／ハレ,下,２,,"成田／良悟∥著  エナミ／カツミ∥イラスト","ナリタ，リョウゴ  エナミ，カツミ",,,東京,メディアワークス,２００４．１１,４２０ｐ,１５ｃｍ,,4-8402-2850-7,,,,,,913.6,,0,160-687194775686,913.6-ナ-7-2,2007-09-25
160,160-0-32203,バッカーノ！,バッカーノ,１９３４,,電撃文庫,デンゲキ／ブンコ,１３３１,"Ａlice In Jails",アリス／イン／ジャイル／ス,獄中編,ゴクチュウ／ヘン,,成田／良悟∥著,ナリタ，リョウゴ,,,東京,メディアワークス,２００６．１０,３７６ｐ,１５ｃｍ,,4-8402-3585-6,,,,,,913.6,,0,160-687194775687,913.6-ナ-8,2007-09-25
160,160-0-32204,バッカーノ！,バッカーノ,１９３４,,電撃文庫,デンゲキ／ブンコ,１３５７,Ａｌｉｃｅ　Ｉｎ　Ｊａｉｌｓ,アリス／イン／ジャイル／ス,娑婆編,シャバ／ヘン,,成田／良悟∥著,ナリタ，リョウゴ,,,東京,メディアワークス,２００６／１２,３６５ｐ,１５ｃｍ,,4-8402-3636-4,,,,,,913.6,,0,160-687194775688,913.6-ナ-9-2,2007-09-25
160,160-0-32205,バッカーノ！,バッカーノ,１９３４,,電撃文庫,デンゲキ／ブンコ,１４１５,Ａｌｉｃｅ　Ｉｎ　Ｊａｉｌｓ,アリス／イン／ジャイル／ス,完結編,カンケツ／ヘン,,成田／良悟∥著,ナリタ，リョウゴ,,,東京,メディアワークス,２００７．４,４７６ｐ,１５ｃｍ,,4-8402-3805-2,978-4-8402-3805-2,,,,,913.6,,0,160-687194775689,913.6-ナ-10-3,2007-09-25
160,160-0-32206,バッカーノ！,バッカーノ,１７０５,,電撃文庫,デンゲキ／ブンコ,１４５４,Ｔｈｅ　Ｉｒｏｎｉｃ　Ｌｉｇｈｉｔ　Ｏｒｃｈｅｓｔｒａ,ザ／アイロニック／ライト／オーケストラ,,,,成田／良悟∥著,ナリタ，リョウゴ,,,東京,メディアワークス,２００７．７,３３６ｐ,１５ｃｍ,,4-8402-3910-3,978-4-8402-3910-3,,,,,913.6,,0,160-687194775690,913.6-ナ-11,2007-09-25
160,160-0-32213,護くんに女神の祝福を！,マモル／クン／ニ／メガミ／ノ／シュクフク／オ　,１２,,電撃文庫,デンゲキ／ブンコ,１４６６,,,,,,"岩田／洋季∥著  佐藤／利幸∥イラスト","イワタ，ヒロキ  サトウ，トシユキ",,,東京,メディアワークス,２００７．８,３８７ｐ,１５ｃｍ,,4-8402-3931-8,978-4-8402-3931-8,,,,,913.6,,0,160-687194775696,913.6-イ-12,2007-09-25
160,160-0-32214,灼眼のシャナ,シャクガン／ノ／シャナ,ⅩⅤ,,電撃文庫,デンゲキ／ブンコ,１４６４,,,,,,高橋／弥七郎∥著,タカハシ，ヤシチロウ,,,東京,メディアワークス,２００７．８,３３５ｐ,１５ｃｍ,2007.2,4-8402-3929-5,978-4-8402-3929-5,,,,,913.6,,0,160-687194775697,913.6-タ-15,2007-09-25
160,160-0-32215,電脳コイル,デンノウ／コイル,２,,,,,,,,,,"磯／光雄∥原作  宮村／優子∥原作","イソ，ミツオ  ミヤムラ，ユウコ",,,東京,徳間書店,２００７．７,２９９ｐ,１７ｃｍ,,4-19-850752-7,978-4-19-850752-7,,,,,913.6,,0,160-687194775698,913.6-イ-2,2007-09-25
160,160-0-32216,私、おバカですが、何か？,ワタシ／オ／バカ／デスガ／ナニ／カ,,,,,,偏差値４０のかしこい生き方,ヘンサチ／ヨンジュウ／カラ／ノ／カシコイ／イキカタ,,,,深田／萌絵∥著,フカダ，モエ,,,東京,マガジンハウス,２００７．７,２２０ｐ,１９ｃｍ,,4-8387-1730-9,978-4-8387-1730-9,,,,,916,,0,160-687194775699,"916-フ ",2007-09-25
160,160-0-32217,虹色の約束,ニジイロ／ノ／ヤクソク,前編,,,,,君が好き,キミ／ガ／スキ,,,,結芽∥著,ユメ,,,東京,角川春樹事務所,２００７．９,２３６ｐ,２０ｃｍ,,4-7584-1090-8,978-4-7584-1090-8,,,,,913.6,,0,160-687194775700,913.6-ユ-1,2007-09-25
160,160-0-32218,虹色の約束,ニジイロ／ノ／ヤクソク,中編,,,,,運命のいたずら,ウンメイ／ノ／イタズラ,,,,結芽∥著,ユメ,,,東京,角川春樹事務所,２００７．９,２５９ｐ,２０ｃｍ,,4-7584-1091-5,978-4-7584-1091-5,,,,,913.6,,0,160-687194775701,913.6-ユ-2,2007-09-25
160,160-0-32219,虹色の約束,ニジイロ／ノ／ヤクソク,後編,,,,,永遠の誓い,エイエン／ノ／チカイ,,,,結芽∥著,ユメ,,,東京,角川春樹事務所,２００７．９,２０５ｐ,２０ｃｍ,,4-7584-1092-2,978-4-7584-1092-2,,,,,913.6,,0,160-687194775702,913.6-ユ-3,2007-09-25
160,160-0-32220,高校生が感動した「論語」,コウコウセイ／ガ／カンドウ／シタ／ロンゴ,,,祥伝社新書,ショウデン／シャ／シンショ,０４２,,,,,,佐久／協∥著,サク，ヤスシ,,,東京,祥伝社,２００６．７,２９９ｐ,１８ｃｍ,,4-396-11042-1,,,,,,123.83,,0,160-687194775703,"123.83-サ ",2007-09-25
160,160-0-32221,コードギアス　反逆のルルーシュ,コードギアス／ハンギャク／ノ／ルルーシュ,,,角川スニーカー文庫,カドカワ／スニーカー／ブンコ,１４７５４,,,ＳＴＡＧＥ－１－ＳＨＡＤＯＷ,ステージ／ワン／シャドウ,,"大河内／一楼∥ストーリー原案  谷口／悟朗∥ストーリー原案  岩佐／まもる∥著","オオコウチ，イチロウ  タニグチ，ゴロウ  イワサ，マモル",,,東京,角川書店,２００７．７,２６８ｐ,１５ｃｍ,,4-04-422308-3,978-4-04-422308-3,,,,,913.6,,0,160-687194775704,913.6-オ-2,2007-09-25
160,160-0-32222,まじない,マジナイ,,,,,,,,,,,Ｓａｏｒｉ∥著,サオリ,,,東京,双葉社,２００７．８,１８７ｐ,１９ｃｍ,,4-575-23587-6,978-4-575-23587-6,,,,,913.6,,0,160-687194775705,"913.6-サ ",2007-09-25
160,160-0-32224,監督と甲子園,カントク／ト／コウシエン　,３,,,,,,,,,,藤井／利香∥著,フジイ，リカ,,,東京,日刊スポーツ出版社,２００６．８,２９２ｐ,１９ｃｍ,,4-8172-0237-8,,,,,,783,,0,160-687194775716,783-フ-3,2007-10-03
160,160-0-32225,REVERSE（リバース）,リバース,,,,,,,,,,,石田／衣良∥著,イシダ，イラ,,,東京,中央公論新社,２００７．８,２７５ｐ,２０ｐ,,4-12-003860-0,978-4-12-003860-0,,,,,913.6,,0,160-687194775717,"913.6-イ ",2007-10-03
160,160-0-32226,楽園,ラクエン,上,,,,,,,,,,宮部／みゆき∥著,ミヤベ，ミユキ,,,東京,文藝春秋,２００７．８,４１３ｐ,２０ｃｍ,,4-16-326240-6,978-4-16-326240-6,,,,,913.6,,0,160-687194775718,913.6-ミ-1,2007-10-03
160,160-0-32227,楽園,ラクエン,下,,,,,,,,,,宮部／みゆき∥著,ミヤベ，ミユキ,,,東京,文藝春秋,２００７．８,３６１ｐ,２０ｃｍ,,4-16-326360-1,978-4-16-326360-1,,,,,913.6,,0,160-687194775719,913.6-ミ-2,2007-10-03
160,160-0-32228,フェア・トレードとは何か,フェア／トレード／トワ／ナニカ,,,,,,,,,,,"デイヴィッド・ランサム∥著  市橋／秀夫∥訳","ランサム，デイヴィッド  イチハシ，ヒデオ",,,東京,青土社,２００４．１１,２１１，８ｐ,２０ｐ,,4-7917-6151-0,,,,,,678,,0,160-687194775720,"678-ラ ",2007-10-03
160,160-0-32229,お札ＤＥおりがみ　公式『ターバン野口』のつくりかた,オサツ／デ／オリガミ／コウシキ／ターバン／ノグチ／ノ／ツクリカタ,,,,,,,,,,,いそにし／まさお∥著,イソニシ，マサオ,,,東京,宝島社,２００７．３,８０ｐ,１９ｃｍ,,4-7966-5738-9,978-4-7966-5738-9,,,,,754,,0,160-687194775723,754-イ-1,2007-10-19
160,160-0-32230,お札ＤＥおりがみ２　公式『ターバン野口ファミリー』のつくりかた,オサツ／デ／オリガミ／ニ／コウシキ／ターバン／ノグチ／ファミリー／ノ／ツクリカタ,,,,,,,,,,,いそにし／まさお∥著,イソニシ，マサオ,,,東京,宝島社,２００７．３,８０ｐ,１９ｃｍ,,4-7966-5916-1,978-4-7966-5916-1,,,,,754,,0,160-687194775724,754-イ-2,2007-10-19
160,160-0-32231,花ざかりの君たちへ,ハナザカリ／ノ／キミタチ／ヘ,,,,,,イケメン♂パラダイス,イケメン／パラダイス,,,,"武藤／将吾∥脚本  前川／奈緒∥ノベライズ","ムトウ，ショウゴ  マエカワ，ナオ",,,東京,幻冬社,２００７．９,３２５ｐ,１９ｃｍ,,4-344-01391-9,978-4-344-01391-9,,,,,913.6,,0,160-687194775725,"913.6-ム ",2007-10-19
160,160-0-32232,ＨＥＲＯ,ヒーロー,,映画版,,,,,,,,,"福田／靖∥脚本  蒔田／陽平∥ノベライズ","フクダ，ヤスシ  マイタ，ヨウヘイ",,,東京,角川書店,２００７．８,２０３ｐ,１９ｃｍ,,4-04-873802-6,978-4-04-873802-6,,,,,913.6,,0,160-687194775726,"913.6-フ ",2007-10-19
160,160-0-32233,おうちでダイエットキャンプ,オウチ／デ／ダイエット／キャンプ,,,,,,,,,,,しばさき／よこは∥著,シバサキ，ヨコハ,,,東京,メディアファクトリー,２００７．８,１４３ｐ,２１ｃｍ,,4-8401-1896-5,978-4-8401-1896-5,,,,,595,,0,160-687194775727,"595-シ ",2007-10-19
160,160-0-32234,うさぎパン,ウサギ／パン,,,,,,,,,,,瀧羽／麻子∥著,タキワ，アサコ,,,東京,メディアファクトリー,２００７．８,１５７ｐ,２０ｃｍ,,4-8401-1897-2,978-4-8401-1897-2,,,,,913.6,,0,160-687194775728,"913.6-タ ",2007-10-19
160,160-0-32235,ムヒョとロージーの魔法律相談事務所,ムヒョ／ト／ロージー／ノ／マホウリツ／ソウダン／ジムショ,,,"ＪＵＭＰ Ｊ ＢＯＯＫＳ",ジャンプ／ジェイ／ブックス,,七色の魔声,ナナイロ／ノ／マセイ,,,,"西／義之∥著  天羽／沙夜∥著","ニシ，ヨシユキ  アマウ，サヤ",,,東京,集英社,２００７．８,２４０ｐ,１８ｃｍ,,4-08-703184-3,978-4-08-703184-3,,,,,913.6,,0,160-687194775729,"913.6-ニ ",2007-10-19
160,160-0-32236,ホームレス中学生,ホームレス／チュウガクセイ,,,,,,,,,,,田村／裕∥著,タムラ，ヒロシ,,,東京,ワニブックス,２００７．９,１９１ｐ,２０ｃｍ,,4-8470-1737-7,978-4-8470-1737-7,,,,,,,0,160-687194775730,"289-タ ",2007-10-19
160,160-0-32238,幻夜,ゲンヤ,,,集英社文庫,シュウエイシャ／ブンコ,,,,,,,東野／圭吾∥著,ヒガシノ，ケイゴ,,,東京,集英社,２００７．３,７８６ｐ,１５ｃｍ,,4-08-746134-3,978-4-08-746134-3,,,,,913.6,,0,160-687194775732,"913.6-ヒ ",2007-10-19
